full_text,cleasing,case_folding,normalisasi,tokenize,filtering/stopword removal,label
Setelah Amin menang pa anies dibawa cak imin sowan ke kediri . Lengser dong belio #AMINmenang,Setelah Amin menang pa anies dibawa cak imin sowan ke kediri Lengser dong belio,setelah amin menang pa anies dibawa cak imin sowan ke kediri lengser dong belio,setelah amin menang pa anies dibawa cak imin sowan ke kediri lengser dong belio,"['setelah', 'amin', 'menang', 'pa', 'anies', 'dibawa', 'cak', 'imin', 'sowan', 'ke', 'kediri', 'lengser', 'dong', 'belio']","['amin', 'menang', 'pa', 'anies', 'dibawa', 'cak', 'imin', 'sowan', 'kediri', 'lengser', 'belio']",Netral
Orang2 nih kasih standart ke pak Anies ini standartnya rosul dan sahabat2nya. Mesti 100% sempurna,Orang2 nih kasih standart ke pak Anies ini standartnya rosul dan sahabat2nya Mesti 100 sempurna,orang2 nih kasih standart ke pak anies ini standartnya rosul dan sahabat2nya mesti 100 sempurna,orang2 nih kasih standart ke pak anies ini standartnya rosul dan sahabat2nya mesti 100 sempurna,"['orang2', 'nih', 'kasih', 'standart', 'ke', 'pak', 'anies', 'ini', 'standartnya', 'rosul', 'dan', 'sahabat2nya', 'mesti', '100', 'sempurna']","['orang2', 'nih', 'kasih', 'standart', 'anies', 'standartnya', 'rosul', 'sahabat2nya', 'mesti', '100', 'sempurna']",Netral
Berarti bener ya framing ke muslim yang ga sejalan ama pemerintah itu dibuat jelek semua Dari KPK Anies PKS. Semua dituduh taliban/ekstrimis supaya ada alasan buat dilengserin.,Berarti bener ya framing ke muslim yang ga sejalan ama pemerintah itu dibuat jelek semua Dari KPK Anies PKS Semua dituduh talibanekstrimis supaya ada alasan buat dilengserin,berarti bener ya framing ke muslim yang ga sejalan ama pemerintah itu dibuat jelek semua dari kpk anies pks semua dituduh talibanekstrimis supaya ada alasan buat dilengserin,berarti bener ya framing ke muslim yang ga sejalan ama pemerintah itu dibuat jelek semua dari kpk anies pks semua dituduh talibanekstrimis supaya ada alasan buat dilengserin,"['berarti', 'bener', 'ya', 'framing', 'ke', 'muslim', 'yang', 'ga', 'sejalan', 'ama', 'pemerintah', 'itu', 'dibuat', 'jelek', 'semua', 'dari', 'kpk', 'anies', 'pks', 'semua', 'dituduh', 'talibanekstrimis', 'supaya', 'ada', 'alasan', 'buat', 'dilengserin']","['bener', 'ya', 'framing', 'muslim', 'ga', 'sejalan', 'ama', 'pemerintah', 'jelek', 'kpk', 'anies', 'pks', 'dituduh', 'talibanekstrimis', 'alasan', 'dilengserin']",Negatif
@BosPurwa Dari dulu memang pak Anies mengedepankan etika dalam bekerja mengayomi dan menghormati rakyat kecil. Yg disampaikan Anies dari debat ini juga perubahan. Faktanya juga belaiu berhasil merubah dijakarta lebih baik,Dari dulu memang pak Anies mengedepankan etika dalam bekerja mengayomi dan menghormati rakyat kecil Yg disampaikan Anies dari debat ini juga perubahan Faktanya juga belaiu berhasil merubah dijakarta lebih baik,dari dulu memang pak anies mengedepankan etika dalam bekerja mengayomi dan menghormati rakyat kecil yg disampaikan anies dari debat ini juga perubahan faktanya juga belaiu berhasil merubah dijakarta lebih baik,dari dulu memang pak anies mengedepankan etika dalam bekerja mengayomi dan menghormati rakyat kecil yang disampaikan anies dari debat ini juga perubahan faktanya juga belaiu berhasil merubah dijakarta lebih baik,"['dari', 'dulu', 'memang', 'pak', 'anies', 'mengedepankan', 'etika', 'dalam', 'bekerja', 'mengayomi', 'dan', 'menghormati', 'rakyat', 'kecil', 'yang', 'disampaikan', 'anies', 'dari', 'debat', 'ini', 'juga', 'perubahan', 'faktanya', 'juga', 'belaiu', 'berhasil', 'merubah', 'dijakarta', 'lebih', 'baik']","['anies', 'mengedepankan', 'etika', 'mengayomi', 'menghormati', 'rakyat', 'anies', 'debat', 'perubahan', 'faktanya', 'belaiu', 'berhasil', 'merubah', 'dijakarta']",Positif
@ulul_AlbabAya @FitnahLagicom Tanpa mengurangi rasa hormat sama pengisi acaranya ini ngebuktiin kalo massa yang dateng gak peduli mau dihibur sama siapa orang tujuannya ya liat pak anies sama cak imin wkwkw tujuannya tercapai ya pulang.,Tanpa mengurangi rasa hormat sama pengisi acaranya ini ngebuktiin kalo massa yang dateng gak peduli mau dihibur sama siapa orang tujuannya ya liat pak anies sama cak imin wkwkw tujuannya tercapai ya pulang,tanpa mengurangi rasa hormat sama pengisi acaranya ini ngebuktiin kalo massa yang dateng gak peduli mau dihibur sama siapa orang tujuannya ya liat pak anies sama cak imin wkwkw tujuannya tercapai ya pulang,tanpa mengurangi rasa hormat sama pengisi acaranya ini ngebuktiin kalau massa yang dateng gak peduli mau dihibur sama siapa orang tujuannya ya liat pak anies sama cak imin wkwkw tujuannya tercapai ya pulang,"['tanpa', 'mengurangi', 'rasa', 'hormat', 'sama', 'pengisi', 'acaranya', 'ini', 'ngebuktiin', 'kalau', 'massa', 'yang', 'dateng', 'gak', 'peduli', 'mau', 'dihibur', 'sama', 'siapa', 'orang', 'tujuannya', 'ya', 'liat', 'pak', 'anies', 'sama', 'cak', 'imin', 'wkwkw', 'tujuannya', 'tercapai', 'ya', 'pulang']","['mengurangi', 'hormat', 'pengisi', 'acaranya', 'ngebuktiin', 'massa', 'dateng', 'gak', 'peduli', 'dihibur', 'orang', 'tujuannya', 'ya', 'liat', 'anies', 'cak', 'imin', 'wkwkw', 'tujuannya', 'tercapai', 'ya', 'pulang']",Positif
@Abahpurwa1 Ya Allah jadikan lah Anies Baswedan jadi presiden tahun ini...Aamin.,Ya Allah jadikan lah Anies Baswedan jadi presiden tahun iniAamin,ya allah jadikan lah anies baswedan jadi presiden tahun iniaamin,ya allah jadikan lah anies baswedan jadi presiden tahun iniaamin,"['ya', 'allah', 'jadikan', 'lah', 'anies', 'baswedan', 'jadi', 'presiden', 'tahun', 'iniaamin']","['ya', 'allah', 'jadikan', 'anies', 'baswedan', 'presiden', 'iniaamin']",Positif
emang bener pilihan gue pak Anies only,emang bener pilihan gue pak Anies only,emang bener pilihan gue pak anies only,emang bener pilihan gue pak anies only,"['emang', 'bener', 'pilihan', 'gue', 'pak', 'anies', 'only']","['emang', 'bener', 'pilihan', 'gue', 'anies', 'only']",Positif
@anandabadudu Yg bikin pak anies menang di putaran 2 itu pak prabowo pk prabowo dateng langsung ketempat yg pak anies kalah di putaran pertama,Yg bikin pak anies menang di putaran 2 itu pak prabowo pk prabowo dateng langsung ketempat yg pak anies kalah di putaran pertama,yg bikin pak anies menang di putaran 2 itu pak prabowo pk prabowo dateng langsung ketempat yg pak anies kalah di putaran pertama,yang bikin pak anies menang di putaran 2 itu pak prabowo pk prabowo dateng langsung ketempat yang pak anies kalah di putaran pertama,"['yang', 'bikin', 'pak', 'anies', 'menang', 'di', 'putaran', '2', 'itu', 'pak', 'prabowo', 'pk', 'prabowo', 'dateng', 'langsung', 'ketempat', 'yang', 'pak', 'anies', 'kalah', 'di', 'putaran', 'pertama']","['bikin', 'anies', 'menang', 'putaran', '2', 'prabowo', 'pk', 'prabowo', 'dateng', 'langsung', 'ketempat', 'anies', 'kalah', 'putaran']",Netral
@alextham878 Kita gaspolkan dukung pak anies https://t.co/CmoazD2291,Kita gaspolkan dukung pak anies,kita gaspolkan dukung pak anies,kita gaspolkan dukung pak anies,"['kita', 'gaspolkan', 'dukung', 'pak', 'anies']","['gaspolkan', 'dukung', 'anies']",Positif
InsyaAllah kemenangan Paslon 01 di depan mata. Besok 14 Februari kita ber1 wujudkan perubahan untuk Indonesia yg lbh baik. Ingat.. coblos nomor urut 1 Anies - Muhaimin. https://t.co/vhbj6aVsCf,InsyaAllah kemenangan Paslon 01 di depan mata Besok 14 Februari kita ber1 wujudkan perubahan untuk Indonesia yg lbh baik Ingat coblos nomor urut 1 Anies Muhaimin,insyaallah kemenangan paslon 01 di depan mata besok 14 februari kita ber1 wujudkan perubahan untuk indonesia yg lbh baik ingat coblos nomor urut 1 anies muhaimin,insyaallah kemenangan paslon 01 di depan mata besok 14 februari kita ber1 wujudkan perubahan untuk indonesia yang lbh baik ingat coblos nomor urut 1 anies muhaimin,"['insyaallah', 'kemenangan', 'paslon', '01', 'di', 'depan', 'mata', 'besok', '14', 'februari', 'kita', 'ber1', 'wujudkan', 'perubahan', 'untuk', 'indonesia', 'yang', 'lbh', 'baik', 'ingat', 'coblos', 'nomor', 'urut', '1', 'anies', 'muhaimin']","['insyaallah', 'kemenangan', 'paslon', '01', 'mata', 'besok', '14', 'februari', 'ber1', 'wujudkan', 'perubahan', 'indonesia', 'lbh', 'coblos', 'nomor', 'urut', '1', 'anies', 'muhaimin']",Positif
@PartaiSocmed @Dennysiregar7 @aniesbaswedan nah ini pak Anies ajal ga ada yang tau. Pemimpin mana yang mau pendukung nya kena musibah?? begitupun masalah Harun yang bapak bawa bawa saat debat. Musibah ga ada yang tau.,nah ini pak Anies ajal ga ada yang tau Pemimpin mana yang mau pendukung nya kena musibah begitupun masalah Harun yang bapak bawa bawa saat debat Musibah ga ada yang tau,nah ini pak anies ajal ga ada yang tau pemimpin mana yang mau pendukung nya kena musibah begitupun masalah harun yang bapak bawa bawa saat debat musibah ga ada yang tau,nah ini pak anies ajal ga ada yang tau pemimpin mana yang mau pendukung nya kena musibah begitupun masalah harun yang bapak bawa bawa saat debat musibah ga ada yang tau,"['nah', 'ini', 'pak', 'anies', 'ajal', 'ga', 'ada', 'yang', 'tau', 'pemimpin', 'mana', 'yang', 'mau', 'pendukung', 'nya', 'kena', 'musibah', 'begitupun', 'masalah', 'harun', 'yang', 'bapak', 'bawa', 'bawa', 'saat', 'debat', 'musibah', 'ga', 'ada', 'yang', 'tau']","['anies', 'ajal', 'ga', 'tau', 'pemimpin', 'pendukung', 'nya', 'kena', 'musibah', 'harun', 'bawa', 'bawa', 'debat', 'musibah', 'ga', 'tau']",Netral
@rrrrio123 @50percenthell @AghaarXx hadeh 02 saking pak anies banyak prestasinya bingung mau di liat mana lg selain imam mahdi eh taunya hoax,hadeh 02 saking pak anies banyak prestasinya bingung mau di liat mana lg selain imam mahdi eh taunya hoax,hadeh 02 saking pak anies banyak prestasinya bingung mau di liat mana lg selain imam mahdi eh taunya hoax,hadeh 02 saking pak anies banyak prestasinya bingung mau di liat mana lg selain imam mahdi eh taunya hoax,"['hadeh', '02', 'saking', 'pak', 'anies', 'banyak', 'prestasinya', 'bingung', 'mau', 'di', 'liat', 'mana', 'lg', 'selain', 'imam', 'mahdi', 'eh', 'taunya', 'hoax']","['hadeh', '02', 'saking', 'anies', 'prestasinya', 'bingung', 'liat', 'lg', 'imam', 'mahdi', 'eh', 'taunya', 'hoax']",Positif
@tvOneNews Salam perubahan untuk kita semua pendukung anies Muhaimin gk duku 02 mending Ganjar kalo kalah https://t.co/QhZdXX1zRY,Salam perubahan untuk kita semua pendukung anies Muhaimin gk duku 02 mending Ganjar kalo kalah,salam perubahan untuk kita semua pendukung anies muhaimin gk duku 02 mending ganjar kalo kalah,salam perubahan untuk kita semua pendukung anies muhaimin gk duku 02 mending   kalau kalah,"['salam', 'perubahan', 'untuk', 'kita', 'semua', 'pendukung', 'anies', 'muhaimin', 'gk', 'duku', '02', 'mending', 'kalau', 'kalah']","['salam', 'perubahan', 'pendukung', 'anies', 'muhaimin', 'gk', 'duku', '02', 'mending', 'kalah']",Positif
@YUT4NC7 jadi pertama si gibran ini pas diwawancara bilang 'ada tawaran dari pan anies' trus beberapa hari berijutnya wartawan konfirm ke pak anies dijawab yg intinya umurnya kan blm masuk kita mah nurut konstitusi aja. besok2nya yg kesebar kalo pak anies minta gibran tapi ditolak,jadi pertama si gibran ini pas diwawancara bilang ada tawaran dari pan anies trus beberapa hari berijutnya wartawan konfirm ke pak anies dijawab yg intinya umurnya kan blm masuk kita mah nurut konstitusi aja besok2nya yg kesebar kalo pak anies minta gibran tapi ditolak,jadi pertama si gibran ini pas diwawancara bilang ada tawaran dari pan anies trus beberapa hari berijutnya wartawan konfirm ke pak anies dijawab yg intinya umurnya kan blm masuk kita mah nurut konstitusi aja besok2nya yg kesebar kalo pak anies minta gibran tapi ditolak,jadi pertama si gibran ini pas diwawancara bilang ada tawaran dari pan anies trus beberapa hari berijutnya wartawan konfirm ke pak anies dijawab yang intinya umurnya kan blm masuk kita mah nurut konstitusi aja besok2nya yang kesebar kalau pak anies minta gibran tapi ditolak,"['jadi', 'pertama', 'si', 'gibran', 'ini', 'pas', 'diwawancara', 'bilang', 'ada', 'tawaran', 'dari', 'pan', 'anies', 'trus', 'beberapa', 'hari', 'berijutnya', 'wartawan', 'konfirm', 'ke', 'pak', 'anies', 'dijawab', 'yang', 'intinya', 'umurnya', 'kan', 'blm', 'masuk', 'kita', 'mah', 'nurut', 'konstitusi', 'aja', 'besok2nya', 'yang', 'kesebar', 'kalau', 'pak', 'anies', 'minta', 'gibran', 'tapi', 'ditolak']","['si', 'gibran', 'pas', 'diwawancara', 'bilang', 'tawaran', 'pan', 'anies', 'trus', 'berijutnya', 'wartawan', 'konfirm', 'anies', 'intinya', 'umurnya', 'blm', 'masuk', 'mah', 'nurut', 'konstitusi', 'aja', 'besok2nya', 'kesebar', 'anies', 'gibran', 'ditolak']",Netral
buat semua yg ada dibalik hal-hal kreatif tentang Pak Anies terimakasih. Kalian keren sekali,buat semua yg ada dibalik halhal kreatif tentang Pak Anies terimakasih Kalian keren sekali,buat semua yg ada dibalik halhal kreatif tentang pak anies terimakasih kalian keren sekali,buat semua yang ada dibalik halhal kreatif tentang pak anies terimakasih kalian keren sekali,"['buat', 'semua', 'yang', 'ada', 'dibalik', 'halhal', 'kreatif', 'tentang', 'pak', 'anies', 'terimakasih', 'kalian', 'keren', 'sekali']","['dibalik', 'halhal', 'kreatif', 'anies', 'terimakasih', 'keren']",Positif
@Fahrihamzah Pendukungnya anies yang terbaik sampe kalah nanti sih lebih baik pilih 03 dri pada 02 https://t.co/DATYUgevQ4,Pendukungnya anies yang terbaik sampe kalah nanti sih lebih baik pilih 03 dri pada 02,pendukungnya anies yang terbaik sampe kalah nanti sih lebih baik pilih 03 dri pada 02,pendukungnya anies yang terbaik sampe kalah nanti sih lebih baik pilih 03 dri pada 02,"['pendukungnya', 'anies', 'yang', 'terbaik', 'sampe', 'kalah', 'nanti', 'sih', 'lebih', 'baik', 'pilih', '03', 'dri', 'pada', '02']","['pendukungnya', 'anies', 'terbaik', 'sampe', 'kalah', 'sih', 'pilih', '03', 'dri', '02']",Positif
@alextham878 kalo Anies kalah mendingan kita dukung Ganjar aja https://t.co/u33zmXLOAp,kalo Anies kalah mendingan kita dukung Ganjar aja,kalo anies kalah mendingan kita dukung ganjar aja,kalau anies kalah mendingan kita dukung   aja,"['kalau', 'anies', 'kalah', 'mendingan', 'kita', 'dukung', 'aja']","['anies', 'kalah', 'mendingan', 'dukung', 'aja']",Netral
@fndltm_24 @StreliziaxAlpha @GodHyolyn @RisaHart gibran ngga seworth itu buat direbutin padahal dia yg nunggu2 tawaran dari pak anies lawak lu https://t.co/cdBPjPAHqx,gibran ngga seworth itu buat direbutin padahal dia yg nunggu2 tawaran dari pak anies lawak lu,gibran ngga seworth itu buat direbutin padahal dia yg nunggu2 tawaran dari pak anies lawak lu,gibran tidak seworth itu buat direbutin padahal dia yang nunggu2 tawaran dari pak anies lawak lu,"['gibran', 'tidak', 'seworth', 'itu', 'buat', 'direbutin', 'padahal', 'dia', 'yang', 'nunggu2', 'tawaran', 'dari', 'pak', 'anies', 'lawak', 'lu']","['gibran', 'seworth', 'direbutin', 'nunggu2', 'tawaran', 'anies', 'lawak', 'lu']",Netral
@ucenpacen @btr_boychaa @Bull_winner Itu kan misalnya nyatanya Anies gapernah bilang itu hasil karyanya beliau sll bilang ini hasil karya anak bangsa krn faktanya 100% dikerjakan oleh orang lokal. Btw situ oot ini konteksnya lg bahas bansos,Itu kan misalnya nyatanya Anies gapernah bilang itu hasil karyanya beliau sll bilang ini hasil karya anak bangsa krn faktanya 100 dikerjakan oleh orang lokal Btw situ oot ini konteksnya lg bahas bansos,itu kan misalnya nyatanya anies gapernah bilang itu hasil karyanya beliau sll bilang ini hasil karya anak bangsa krn faktanya 100 dikerjakan oleh orang lokal btw situ oot ini konteksnya lg bahas bansos,itu kan misalnya nyatanya anies gapernah bilang itu hasil karyanya beliau sll bilang ini hasil karya anak bangsa karena faktanya 100 dikerjakan oleh orang lokal btw situ oot ini konteksnya lg bahas bantuan sosial,"['itu', 'kan', 'misalnya', 'nyatanya', 'anies', 'gapernah', 'bilang', 'itu', 'hasil', 'karyanya', 'beliau', 'sll', 'bilang', 'ini', 'hasil', 'karya', 'anak', 'bangsa', 'karena', 'faktanya', '100', 'dikerjakan', 'oleh', 'orang', 'lokal', 'btw', 'situ', 'oot', 'ini', 'konteksnya', 'lg', 'bahas', 'bantuan', 'sosial']","['anies', 'gapernah', 'bilang', 'hasil', 'karyanya', 'beliau', 'sll', 'bilang', 'hasil', 'karya', 'anak', 'bangsa', 'faktanya', '100', 'orang', 'lokal', 'btw', 'situ', 'oot', 'konteksnya', 'lg', 'bahas', 'bantuan', 'sosial']",Positif
@ekowboy2 Kami yakin pada pak Anies satu putaran jika tidak memungkinkan paling pilih Ganjar lebih baik https://t.co/D6D7L7Lbij,Kami yakin pada pak Anies satu putaran jika tidak memungkinkan paling pilih Ganjar lebih baik,kami yakin pada pak anies satu putaran jika tidak memungkinkan paling pilih ganjar lebih baik,kami yakin pada pak anies satu putaran jika tidak memungkinkan paling pilih   lebih baik,"['kami', 'yakin', 'pada', 'pak', 'anies', 'satu', 'putaran', 'jika', 'tidak', 'memungkinkan', 'paling', 'pilih', 'lebih', 'baik']","['anies', 'putaran', 'pilih']",Positif
@Mdy_Asmara1701 Pilih pak anies demi masa depan Indonesia https://t.co/cVNFlPObaP,Pilih pak anies demi masa depan Indonesia,pilih pak anies demi masa depan indonesia,pilih pak anies demi masa depan indonesia,"['pilih', 'pak', 'anies', 'demi', 'masa', 'depan', 'indonesia']","['pilih', 'anies', 'indonesia']",Positif
@tempodotco Kalo Anies kalah yuk kita dukung Ganjar deh lebih bagus. https://t.co/yfjgl3djzZ,Kalo Anies kalah yuk kita dukung Ganjar deh lebih bagus,kalo anies kalah yuk kita dukung ganjar deh lebih bagus,kalau anies kalah yuk kita dukung   deh lebih bagus,"['kalau', 'anies', 'kalah', 'yuk', 'kita', 'dukung', 'deh', 'lebih', 'bagus']","['anies', 'kalah', 'yuk', 'dukung', 'deh', 'bagus']",Netral
Yg gue rasakan skrg antara pengen anies menang tapi sisi lain gue takut juga blio ini klo jadi presiden makin makin cobaan idupnya. Jadi gubernur aja fitnahan ke blio udh gila-gilaan dijegal sana sini. Apapun hasilnya semoga yang terbaik buat rakyat dan juga buat pak anies ,Yg gue rasakan skrg antara pengen anies menang tapi sisi lain gue takut juga blio ini klo jadi presiden makin makin cobaan idupnya Jadi gubernur aja fitnahan ke blio udh gilagilaan dijegal sana sini Apapun hasilnya semoga yang terbaik buat rakyat dan juga buat pak anies,yg gue rasakan skrg antara pengen anies menang tapi sisi lain gue takut juga blio ini klo jadi presiden makin makin cobaan idupnya jadi gubernur aja fitnahan ke blio udh gilagilaan dijegal sana sini apapun hasilnya semoga yang terbaik buat rakyat dan juga buat pak anies,yang gue rasakan skrg antara pengen anies menang tapi sisi lain gue takut juga blio ini kalau jadi presiden makin makin cobaan idupnya jadi gubernur aja fitnahan ke blio udh gilagilaan dijegal sana sini apapun hasilnya semoga yang terbaik buat rakyat dan juga buat pak anies,"['yang', 'gue', 'rasakan', 'skrg', 'antara', 'pengen', 'anies', 'menang', 'tapi', 'sisi', 'lain', 'gue', 'takut', 'juga', 'blio', 'ini', 'kalau', 'jadi', 'presiden', 'makin', 'makin', 'cobaan', 'idupnya', 'jadi', 'gubernur', 'aja', 'fitnahan', 'ke', 'blio', 'udh', 'gilagilaan', 'dijegal', 'sana', 'sini', 'apapun', 'hasilnya', 'semoga', 'yang', 'terbaik', 'buat', 'rakyat', 'dan', 'juga', 'buat', 'pak', 'anies']","['gue', 'rasakan', 'skrg', 'pengen', 'anies', 'menang', 'sisi', 'gue', 'takut', 'blio', 'presiden', 'cobaan', 'idupnya', 'gubernur', 'aja', 'fitnahan', 'blio', 'udh', 'gilagilaan', 'dijegal', 'apapun', 'hasilnya', 'semoga', 'terbaik', 'rakyat', 'anies']",Positif
@SumitroYoel Lahh yg maen framing kan ahog dia yg senggol senggol kitab suci umat Islam ngapa anies yg jadi sasaran itu mah bego namanya. Yg lempar batu siapa yg disalahin siapa Fix ahoker berat. Moga tobat,Lahh yg maen framing kan ahog dia yg senggol senggol kitab suci umat Islam ngapa anies yg jadi sasaran itu mah bego namanya Yg lempar batu siapa yg disalahin siapa Fix ahoker berat Moga tobat,lahh yg maen framing kan ahog dia yg senggol senggol kitab suci umat islam ngapa anies yg jadi sasaran itu mah bego namanya yg lempar batu siapa yg disalahin siapa fix ahoker berat moga tobat,lahh yang maen framing kan ahog dia yang senggol senggol kitab suci umat islam ngapa anies yang jadi sasaran itu mah bego namanya yang lempar batu siapa yang disalahin siapa fix ahoker berat moga tobat,"['lahh', 'yang', 'maen', 'framing', 'kan', 'ahog', 'dia', 'yang', 'senggol', 'senggol', 'kitab', 'suci', 'umat', 'islam', 'ngapa', 'anies', 'yang', 'jadi', 'sasaran', 'itu', 'mah', 'bego', 'namanya', 'yang', 'lempar', 'batu', 'siapa', 'yang', 'disalahin', 'siapa', 'fix', 'ahoker', 'berat', 'moga', 'tobat']","['lahh', 'maen', 'framing', 'ahog', 'senggol', 'senggol', 'kitab', 'suci', 'umat', 'islam', 'ngapa', 'anies', 'sasaran', 'mah', 'bego', 'namanya', 'lempar', 'batu', 'disalahin', 'fix', 'ahoker', 'berat', 'moga', 'tobat']",Negatif
