full_text,label,analisis,alasan kuat,
@msaid_didu Emang ada politikus yang punya malu dinegeri ini? Yang mau perubahan aja mash nimbrung di kabinet yang paling awal dukung pa prabowo aja milih nyebrang ke anies biar jadi cawapres pa anies aja nyerang pa prabowo didebat ketiga nyerang orang yg menjadikannya cagub tak etik cuy,Negatif,Tweet ini mengkritik Anies karena menyerang Prabowo yang menjadikannya cagub.,Frasa “nyerang orang yang menjadikannya cagub tak etik” menunjukkan ketidakpuasan dan sentimen negatif terhadap Anies.,
@cassiocpeia tapi aku agak risih deh sama replyannya kenapa warga Jakarta terkesan superior cuman sekadar pak Anies menang di situ? ,Netral,Tweet ini hanya menyatakan ketidaknyamanan terhadap reply tanpa menunjukkan sentimen yang jelas terhadap Anies.,Tidak ada kata-kata yang secara eksplisit menunjukkan sentimen positif atau negatif terhadap Anies.,
@ruthnats Masih calon pk Anies sudah merubah pola fikir anak bangsa bagaimana seandainya beliau sudah jadi Presiden Indonesia?,Positif,Tweet ini memuji pengaruh Anies terhadap pola pikir anak bangsa.,Frasa “merubah pola pikir anak bangsa” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
@DPNAminBalad Pasangan Anies-Muhaimin pasti menang PKB,Positif,Tweet ini menunjukkan keyakinan bahwa pasangan Anies-Muhaimin akan menang.,Frasa “pasti menang” menunjukkan dukungan dan sentimen positif terhadap Anies.,
@ciluuukk @feby301295 @afifahafra79 @RisaHart benerr sepupu aku kelas 6 sd sibuk all in all in padahal keluarga dia 01 semua trus ayahnya bilang biarin ajalah belom bisa nyoblos juga,Netral,Tweet ini hanya menyatakan aktivitas sepupu tanpa menunjukkan sentimen yang jelas terhadap Anies.,Tidak ada kata-kata yang secara eksplisit menunjukkan sentimen positif atau negatif terhadap Anies.,
@SumitroYoel akuuu! dulu gasuka karena kemakan pemberitaan tapi mulai pemilu ini rajin cari tau 3 paslon dan menemukan pak anies ni paling sedikit minusnya (menurut aku pribadi),Positif,Tweet ini menunjukkan perubahan pandangan menjadi positif terhadap Anies setelah mencari tahu lebih lanjut.,Frasa “menemukan Pak Anies ini paling sedikit minusnya” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
@AlfaSitaSari1 @aniesbaswedan @msaid_didu Contohlah pak mahfud md bgitu dia mengkritik pemerintahan pa jokowi bliau langsung kluar kabinet krn dia tau kalo dia mash d kabinet sma aja dia MnG kritik dirinya sendiri inimah pa anies dan surya paloh mau perubahan tapi kader nasdem masih jdi bagian kabinet lucu cuy.,Negatif,Tweet ini mengkritik Anies dan Surya Paloh karena kader Nasdem masih di kabinet.,Frasa “kader Nasdem masih jadi bagian kabinet lucu cuy” menunjukkan ketidakpuasan dan sentimen negatif terhadap Anies.,
@alvin22041 @r_elhakim @WidasSatyo giliran pak Prabowo langsung manut lu emg tobatnya pak Prabowo apaan? kenapa itu gak lu lakuin jg ke pak Anies?,Netral,Tweet ini mempertanyakan sikap seseorang terhadap Prabowo dan Anies tanpa menunjukkan sentimen yang jelas terhadap Anies.,Tidak ada kata-kata yang secara eksplisit menunjukkan sentimen positif atau negatif terhadap Anies.,
Penipu yg di agung2kan ya si anies baswedan...!!!,Negatif,"Tweet ini secara langsung menyebut Anies sebagai penipu, menunjukkan ketidakpuasan yang jelas.",Frasa “Penipu yang diagung-agungkan” menunjukkan ketidakpuasan dan sentimen negatif terhadap Anies.,
Hahh ini lebih bagus lagi dari sebelumnyaaaa paling suka bagian achievement anies di jkt! https://t.co/MGIupUFcdx https://t.co/Kab3YqSKms,Positif,"Tweet ini memuji pencapaian Anies di Jakarta, menunjukkan apresiasi yang jelas.",Frasa “paling suka bagian achievement Anies di Jakarta” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
@tempodotco Bissmillah anies 1 putaran.. Kalo sampai kalah nantinya lebih baik saya untuk dukung 02 saja deh https://t.co/LND0ytkJOV,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan harapan menang dalam satu putaran.,Frasa “Bissmillah Anies 1 putaran” menunjukkan dukungan dan sentimen positif terhadap Anies.,
gue bkn pak anies aja pengen minggat dari indo njir,Netral,Tweet ini menyatakan keinginan untuk meninggalkan Indonesia tanpa menunjukkan sentimen yang jelas terhadap Anies.,Tidak ada kata-kata yang secara eksplisit menunjukkan sentimen positif atau negatif terhadap Anies.,
Kayaknya orang orang yg ga pilih pak Anies tuh otaknya kayak udah di doktrin gitu ya kalau Anies itu pembohong and they're loud abt that.,Negatif,Tweet ini mengkritik orang yang tidak memilih Anies dengan menyebut mereka didoktrin bahwa Anies pembohong.,Frasa “otaknya kayak udah didoktrin gitu ya kalau Anies itu pembohong” menunjukkan ketidakpuasan dan sentimen negatif terhadap Anies.,
@tohaaam_ @xopch Itulah pak Anies yang ga mau flexing ,Netral,Tweet ini hanya menyatakan bahwa Anies tidak suka pamer tanpa menunjukkan sentimen yang jelas.,Tidak ada kata-kata yang secara eksplisit menunjukkan sentimen positif atau negatif terhadap Anies.,
@Ma_vwxyz @aniesbaswedan Anies 29 januari 2012 Djatmiko 25 apr 2019 Yg plagiat siapa bong TOLOL ?,Negatif,"Tweet ini menuduh Anies melakukan plagiat, menunjukkan ketidakpuasan yang jelas.",Frasa “Yang plagiat siapa bong TOLOL?” menunjukkan ketidakpuasan dan sentimen negatif terhadap Anies.,
PRA WO WO INIORANG SUDAH MAAF ! TIDAK MEMENUHI SYARAT FISIK &amp; MENTAL PENYAKITAN PIKUN ERROR MURTAD PENCULIK dll TEGA NYA JOKO MENGHANCUUR KAN KEHIDUPAN RAKYAT YG TELAH DIA TINDAS &amp; REMUK KAN INGAT ! JOKO PKIï¸ UNTUNG ALLAH SWT KIRIM KAN ANIES BASWEDAN,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutnya sebagai penyelamat yang dikirim oleh Allah.,Frasa “UNTUNG ALLAH SWT KIRIMKAN ANIES BASWEDAN” menunjukkan dukungan dan sentimen positif terhadap Anies.,
@MwohaeNeo @hehehe12345u @sweetypear__ @chitattooes Iya padahal kalau Pak Anies dan Pak Sandi saat itu udah langsung bikin surat edaran kenapa yg bikin statmen si Mardani yg mesti kena fitnah Pak Anies? Padahal ada bukti Pak Anies meredam gejolak di masyarakat bawah,Positif,Tweet ini memuji tindakan Anies dalam meredam gejolak di masyarakat.,Frasa “ada bukti Pak Anies meredam gejolak di masyarakat bawah” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
Jadi Doi gak ikut nyoblos dong?,Netral,Tweet ini hanya bertanya tentang partisipasi dalam pemilihan tanpa menunjukkan sentimen yang jelas terhadap Anies.,Tidak ada kata-kata yang secara eksplisit menunjukkan sentimen positif atau negatif terhadap Anies.,
@elisa_jkt @JRMK_Jakarta Padahal ci Elisa juga dulu sering mengkritik kebijakan2 pa Anies juga waktu masih Gubernur. Keren ci. Mantapks untuk Partai apakah sudah ada pilihan ci @elisa_jkt ?,Netral,Tweet ini hanya menyatakan bahwa Elisa sering mengkritik Anies tanpa menunjukkan sentimen yang jelas.,Tidak ada kata-kata yang secara eksplisit menunjukkan sentimen positif atau negatif terhadap Anies.,
Kalau Anies memobilisasi massa utk hateful ke masyarakat rentan ya gue protes lah? Minoritas stop bernarasi gini mayoritas stop berlagak superior. Kita ini sama-sama korban polarisasi. Kapan mau reda dan sama-sama sembuh kalau terus dipelihara?,Negatif,"Tweet ini mengkritik Anies jika memobilisasi massa untuk kebencian, menunjukkan ketidakpuasan yang jelas.",Frasa “Kalau Anies memobilisasi massa untuk hateful ke masyarakat rentan ya gue protes lah?” menunjukkan ketidakpuasan dan sentimen negatif terhadap Anies.,
SIAPA YANG NGAREPIN MASUK SURGA JALUR ANIES SIH https://t.co/Oq7G0zljYf,Netral,Tweet ini hanya bertanya tentang harapan masuk surga tanpa menunjukkan sentimen yang jelas terhadap Anies.,Tidak ada kata-kata yang secara eksplisit menunjukkan sentimen positif atau negatif terhadap Anies.,
@isarahadiansah @indrasbitchhere Silahkan Anies dan kaum superior seperti lu deklarasi anti hti fpi khilafah dan meminta maaf atas politik identitas yg selama ini dimainkan untuk munyudutkan minoritas. Gua tunggu gua gak perlu bacot panjang lebar mcm gini. https://t.co/GYpNTmnGM7,Negatif,"Tweet ini mengkritik Anies dan pendukungnya terkait politik identitas, menunjukkan ketidakpuasan yang jelas.",Frasa “meminta maaf atas politik identitas yang selama ini dimainkan untuk menyudutkan minoritas” menunjukkan ketidakpuasan dan sentimen negatif terhadap Anies.,
@dhntfr 3. suruh mrk bandingkan antara anies prabowo ganjar. Jgn lagi ikutkan jokowi karena jokowi ga akan punya pengaruh apa2 lagi nanti. 4. Saat ini banyak warga kampung jakarta even kaum minoritas jakarta yg sangat berharap Anies jadi RI1 krn memang dialah pemimpin ideal saat ini,Positif,Tweet ini menunjukkan harapan besar dari warga Jakarta terhadap Anies sebagai pemimpin ideal.,Frasa “sangat berharap Anies jadi RI1 karena memang dialah pemimpin ideal saat ini” menunjukkan dukungan dan sentimen positif terhadap Anies.,
@riojohan Iya betul kak pada intinya Pak Anies pernah ditanya langsung tentang LGBT dan bilang bahwa hak-hak pribadi harus dilayani oleh negara tidak boleh ada diskriminasi. Sedangkan saya tidak pernah mendengar paslon lain bicara tentang LGBT.,Positif,"Tweet ini memuji sikap Anies terhadap hak-hak LGBT, menunjukkan apresiasi yang jelas.",Frasa “hak-hak pribadi harus dilayani oleh negara tidak boleh ada diskriminasi” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
gila anies bisa lho ngecounter kelakuan ahok ON POINT sampe ahoknya aja kaget melongo gt bener bener runut bgt nyampeinnya ga asal asalan,Positif,"Tweet ini memuji kemampuan Anies dalam menghadapi Ahok, menunjukkan apresiasi yang jelas.",Frasa “bener-bener runut banget nyampeinnya gak asal-asalan” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
@LANGKAHANIES @aniesbaswedan Alfatihah ya Allah hanya kepada Mu kami memohon kabulkan doa kami ya Allah ijinkan BPK Anies Rasyid Baswedan pimpin Indonesia agar Indonesia menjadi lebih baik,Positif,Tweet ini menunjukkan dukungan kuat dan harapan besar terhadap Anies sebagai pemimpin.,Frasa “ijinkan BPK Anies Rasyid Baswedan pimpin Indonesia agar Indonesia menjadi lebih baik” menunjukkan dukungan dan sentimen positif terhadap Anies.,
YaAllah tolong ridhoi dan lancarkan Pak Anies Baswedan menjadi presiden RI 2024 kami yakin kekuatanmu bisa mengalahkan kecurangan yg nyata terjadi di negri ini ,Positif,Tweet ini menunjukkan dukungan kuat dan harapan besar terhadap Anies sebagai pemimpin.,Frasa “Ya Allah tolong ridhoi dan lancarkan Pak Anies Baswedan menjadi presiden RI 2024” menunjukkan dukungan dan sentimen positif terhadap Anies.,
90 % pemilih prabowo 2019 adlh org yg tdk suka jokowi. bkn krn hebatnya prabowo. 2024 krn mrs dikhianati prabowo mk yg 90% td olh anies. Buzzer 02 ngotot yakinkan 02 bhw yg 90% td ttp prabowo pdhl boong. jd tkg2 survey buat ini sbg sumber rezeki,Netral,Tweet ini hanya menyatakan pendapat tentang pemilih Prabowo dan Anies tanpa menunjukkan sentimen yang jelas terhadap Anies.,Tidak ada kata-kata yang secara eksplisit menunjukkan sentimen positif atau negatif terhadap Anies.,
jika pak anies atau pak ganjar yang menang saya sudah menyiapkan ruang untuk kekecewaan jika mereka tidak menjalankan janji janjinya. tapi jika prabowo yang menang yaudah ambil saja nyawaku,Netral,Tweet ini menyatakan kesiapan untuk kecewa terhadap Anies atau Ganjar tanpa menunjukkan sentimen yang jelas.,Tidak ada kata-kata yang secara eksplisit menunjukkan sentimen positif atau negatif terhadap Anies.,
@Mdy_Asmara1701 Gue bukan pendukung 02 tapi lihat rekam jejak Anies dgn politik identitasnya sok ceramah anti kecurangan bikin gue pengen muntah.,Negatif,"Tweet ini mengkritik Anies karena politik identitasnya, menunjukkan ketidakpuasan yang jelas.",Frasa “sok ceramah anti kecurangan bikin gue pengen muntah” menunjukkan ketidakpuasan dan sentimen negatif terhadap Anies.,
@JoshuaKrist Anies aja kita,Positif,Tweet ini menunjukkan dukungan terhadap Anies.,Frasa “Anies aja kita” menunjukkan dukungan dan sentimen positif terhadap Anies.,
@dhntfr Mungkin ada bbrp poin yg perlu ditekankan kak : 1. sekalipun melanjutkan tetap saja prabowo itu bukan jokowi 2. Anies berhasil bangun jakarta lebih baik dr pendahulunya. Masa Indonesia ga mau spt itu. Bakal ada bansos Plus loh.. Di Jakarta sj KJP jadi KJP Plus dsb (cont),Positif,Tweet ini memuji keberhasilan Anies dalam membangun Jakarta dan berharap hal yang sama untuk Indonesia.,Frasa “Anies berhasil bangun Jakarta lebih baik dari pendahulunya” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
@prophetofzorck @partaimedsos45 Tapi mudah dimakzulkan mungkin apabila Anies jadi presiden bisa jadi demikian karena bekingan partainya kurang kuat,Netral,Tweet ini hanya menyatakan kemungkinan Anies dimakzulkan tanpa menunjukkan sentimen yang jelas.,Tidak ada kata-kata yang secara eksplisit menunjukkan sentimen positif atau negatif terhadap Anies.,
@chitattooes pak Anies fitnah nya banyak bngt ya :(,Negatif,"Tweet ini mengkritik Anies dengan menyebutnya sering difitnah, menunjukkan ketidakpuasan yang jelas.",Frasa “fitnahnya banyak banget” menunjukkan ketidakpuasan dan sentimen negatif terhadap Anies.,
@tvOneNews Waduhh saya sihh mending pilih anies kalo nanti kalah baru deh Ganjar daripada 02 https://t.co/sGmfLCi2ft,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan preferensi memilih Ganjar jika Anies kalah.,Frasa “mending pilih Anies” menunjukkan dukungan dan sentimen positif terhadap Anies.,
@indrasbitchhere Silahkan Anies dan kaum superior seperti lu deklarasi anti hti fpi khilafah dan meminta maaf atas politik identitas yg selama ini dimainkan untuk munyudutkan minoritas. Gua tunggu gua gak perlu bacot panjang lebar mcm gini.,Negatif,"Tweet ini mengkritik Anies dan pendukungnya terkait politik identitas, menunjukkan ketidakpuasan yang jelas.",Frasa “meminta maaf atas politik identitas yang selama ini dimainkan untuk menyudutkan minoritas” menunjukkan ketidakpuasan dan sentimen negatif terhadap Anies.,
@alextham878 Anies kalah sih gapapa. Yang penting kita dukung Ganjar deh daripada yang 02 https://t.co/lOf7aeUu5p,Netral,Tweet ini hanya menyatakan preferensi memilih Ganjar jika Anies kalah tanpa menunjukkan sentimen yang jelas.,Tidak ada kata-kata yang secara eksplisit menunjukkan sentimen positif atau negatif terhadap Anies.,
@chitattooes Kena label politik identitas karena menang didukung sama kelompok Islam kanan. Padahal yang didukung sama kelompok itu ada Prabowo AHY Sandiaga. Bahkan Prabowo rutin dateng ke acara reuni 212 sambil orasi di atas panggung. Tapi tetep label itu melekat di Anies â€ï¸,Netral,Tweet ini hanya menyatakan fakta tentang label politik identitas tanpa menunjukkan sentimen yang jelas.,Tidak ada kata-kata yang secara eksplisit menunjukkan sentimen positif atau negatif terhadap Anies.,
aku result oriented udah gitu aja dulu ga suka banget karena dia oportunis aku dulu fansnya ahok karena tegas transparansi dll ada anies ngira dia bakal ngerjain agenda partai soalnya ger*ndra rame pas 212 ternyata kerja &amp; idealis plus ternyata cukup konsisten gatau cak imin,Positif,Tweet ini menunjukkan perubahan pandangan menjadi positif terhadap Anies setelah melihat kinerjanya.,Frasa “ternyata kerja & idealis plus ternyata cukup konsisten” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
Gw yakin tragedi 2019 akan terulang pak prabowo gabung ke kabinet pak jokowi jgnlah klean bilang pak anies dicap sebagai penghianat,Netral,Tweet ini hanya menyatakan pendapat tentang kemungkinan terulangnya tragedi 2019 tanpa menunjukkan sentimen yang jelas terhadap Anies.,Tidak ada kata-kata yang secara eksplisit menunjukkan sentimen positif atau negatif terhadap Anies.,
@tempodotco Gimana ya kalo Anies kalah lebih baik kita dukung Ganjar kan? https://t.co/iLKeiqelXp,Netral,Tweet ini hanya menyatakan preferensi memilih Ganjar jika Anies kalah tanpa menunjukkan sentimen yang jelas.,Tidak ada kata-kata yang secara eksplisit menunjukkan sentimen positif atau negatif terhadap Anies.,
@moh_boesh @kumparan Pansos? Ini memang kebiasaan beliau. Coba gugling Pak Anies takziah petugas PPSU. Benci boleh tapi jangan menafikan kebaikannya https://t.co/FO5KPMSSRO,Positif,Tweet ini memuji kebaikan Anies meskipun ada kebencian terhadapnya.,Frasa “Benci boleh tapi jangan menafikan kebaikannya” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
@tempodotco Dengan Anies kalah dukung Ganjar https://t.co/AAElQcL9wQ,Netral,Tweet ini hanya menyatakan preferensi memilih Ganjar jika Anies kalah tanpa menunjukkan sentimen yang jelas.,Tidak ada kata-kata yang secara eksplisit menunjukkan sentimen positif atau negatif terhadap Anies.,
Bismillah mari terus bermunajat Al ikhlas untuk AMIN ALLAHUMA AMIN Abah @aniesbaswedan @cakimiNOW https://t.co/luJEjykGgA,Positif,Tweet ini menunjukkan dukungan kuat dan harapan besar terhadap Anies sebagai pemimpin.,Frasa “Bismillah mari terus bermunajat Al Ikhlas untuk AMIN ALLAHUMA AMIN” menunjukkan dukungan dan sentimen positif terhadap Anies.,
 Dan anak-anak ini tidak pernah memperkenalkan diri sekali pun sama Anies. Pak Anies kalau ngomong sama orang-orang terdekat beliau pakai Anies bukan saya atau aku. Sederhana tapi aku ga bisa ,Positif,Tweet ini memuji kesederhanaan Anies dalam berkomunikasi dengan orang-orang terdekatnya.,Frasa “Pak Anies kalau ngomong sama orang-orang terdekat beliau pakai Anies bukan saya atau aku” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
@ChoiV75370 @btr_boychaa @Bull_winner tapi beliau sendiri ga klaim itu karya pak anies sendiri selalu menyebut itu dari anak bangsa mungkin banyak masyarakat yang klaim itu milik pak anies tapi beliau sendiri tidak meng klaim bahwa JIS adalah karya beliau seorang,Positif,Tweet ini memuji sikap Anies yang tidak mengklaim karya orang lain sebagai miliknya.,Frasa “beliau sendiri tidak mengklaim bahwa JIS adalah karya beliau seorang” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
