created_at,full_text,username,label_manually,analisis
Mon Feb 12 23:35:37 +0000 2024,Melalui gerakan VOT3 kita dapat bersama-sama memastikan suara rakyat terdengar dalam proses pemilihan . Ganjar Pranowo hanya yang terbaik untuk rakyat @chocolateouz #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/Y0VaOYX6Le,alexaftrr_,Positif,Tweet ini mendukung Ganjar Pranowo dan mengajak untuk memastikan suara rakyat terdengar.
Mon Feb 12 23:35:29 +0000 2024,@ganjarpranowo papua indah harus di lanjutkan oleh pak Ganjar yg mempunyai keperdulian dan rasa kemanusian yg tinggi,chlarmer,Positif,Tweet ini memuji Ganjar Pranowo atas kepeduliannya terhadap Papua.
Mon Feb 12 23:35:26 +0000 2024,@tempodotco Gimana ya kalo Anies kalah lebih baik kita dukung Ganjar kan? https://t.co/iLKeiqelXp,kurniasarr,Netral,Tweet ini menunjukkan sikap pragmatis tanpa memberikan pujian atau kritik yang jelas terhadap Ganjar.
Mon Feb 12 23:35:26 +0000 2024,@DokterTifa gue yakin Anis bakal jadi pemenang tapi kalo gak menang ya gak masalah tetep dukung Ganjar aja di putaran berikutnya. https://t.co/clnkoiyckv,Ira_wan11,Netral,"Tweet ini menunjukkan dukungan terhadap Anies, namun juga bersikap pragmatis dengan mendukung Ganjar jika Anies kalah."
Mon Feb 12 23:35:25 +0000 2024,@pikiran_rakyat ‍ Jangan gentar...ada Ganjar...jangan takut ada Mahfud ️ Ganjar Mahfud Hebat #Coblos3 https://t.co/MjUeMFWl17,liuxiangdyn,Positif,Tweet ini mendukung pasangan Ganjar-Mahfud dan memberikan semangat kepada pendukungnya.
Mon Feb 12 23:35:25 +0000 2024,Dulu pilih Jokowi sekarang Mas Ganjar yang kita harapkan sebagai agen perubahan . Ganjar Pranowo hanya yang terbaik untuk rakyat @Tsunarya190 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/eZ2OfF4s8i,teguuhsaantoso,Positif,Tweet ini menunjukkan harapan bahwa Ganjar bisa menjadi agen perubahan yang lebih baik dari Jokowi.
Mon Feb 12 23:35:14 +0000 2024,@tempodotco Dengan Anies kalah dukung Ganjar https://t.co/AAElQcL9wQ,AngkasaJuin,Netral,Tweet ini menunjukkan sikap pragmatis tanpa memberikan pujian atau kritik yang jelas terhadap Ganjar.
Mon Feb 12 23:35:10 +0000 2024,Jujur adil dan tegas Ini karakter kepimpinan dari pasangan keren ini . Bersama Ganjar kita sejahtera @rahartakuliner #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/dmLFvxP9Cv,permataaadew,Positif,Tweet ini memuji karakter kepemimpinan Ganjar dan Mahfud.
Mon Feb 12 23:35:07 +0000 2024,Ganjar Pranowo dan Prof Mahfud membangun kesadaran akan pentingnya menjaga martabat pemilu sebagai cerminan kualitas demokrasi negara . Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat! @galuhpratiwi15 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/zTrEGHViA6,NandaSetiawn,Positif,Tweet ini memuji upaya Ganjar dan Mahfud dalam menjaga martabat pemilu dan kualitas demokrasi.
Mon Feb 12 23:34:42 +0000 2024,Mahfud MD memahami bahwa setiap tindakan korupsi merugikan rakyat dan merusak fondasi negara. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @Chipssahoy08 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/9iJiaj7XbP,helfazahraaaa,Positif,Tweet ini memuji sikap Mahfud terhadap korupsi dan mendukung Ganjar.
Mon Feb 12 23:34:41 +0000 2024,@ganjarpranowo Niat baik tidak perlu ditunda sampai jadi presiden. Benar benar sat set nih Ganjar. Keren,DD_diny,Positif,Tweet ini memuji Ganjar atas niat baiknya yang tidak ditunda.
Mon Feb 12 23:34:33 +0000 2024,Mahfud MD sebagai Calon Wakil Presiden memberikan sentuhan kebijakan yang harmonis melengkapi keahlian dan pemahaman Mas Ganjar dalam merumuskan solusi untuk rakyat. Kesejahteraan berlipat ganda Indonesia Makmur Sentosa #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/u08EKBbOol,FirdaLesta78,Positif,Tweet ini memuji kolaborasi antara Mahfud dan Ganjar dalam merumuskan kebijakan.
Mon Feb 12 23:34:31 +0000 2024,Seseru ini Hajatan Rakyat yg bikin warga gak bisa Move On. Jangan lengah tetap dukung Ganjar Pranowo dan Mahfud MD #TOPGANSATS3T #GanjarMahfud2024 #YakinPilihGanjar #tigaadalahkita https://t.co/5jnY0ndaqY,mrsianaa,Positif,Tweet ini mendukung Ganjar dan Mahfud serta mengajak untuk tetap mendukung mereka.
Mon Feb 12 23:34:27 +0000 2024,Ganjar Pranowo dan Prof Mahfud yang diusung oleh gerakan VOT3 mengajak kita untuk berpartisipasi aktif dalam proses pemilihan . Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @azizahnashirah #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/h7bSZWvV0b,AdiKusumaz,Positif,Tweet ini mendukung Ganjar dan Mahfud serta mengajak untuk berpartisipasi aktif dalam pemilihan.
Mon Feb 12 23:34:26 +0000 2024,woakao udah mau otw pake batik merah disangka kampanye ganjar,belumtidursiang,Netral,Tweet ini hanya menyebutkan kejadian tanpa memberikan opini atau emosi yang jelas.
Mon Feb 12 23:34:26 +0000 2024,@JJHrps @abcibercio Kata alam ganjar juga aneh,varobima,Negatif,Tweet ini mengkritik Ganjar dengan menyebutnya aneh.
Mon Feb 12 23:34:25 +0000 2024,@KEBUMENinLOVE @An4Julie @drReUtari08 @AditBandit234 @Abahpurwa1 @Abaaah @_NusantaraLand_ @99propaganda @Ndons_Back @03__nakula @DarekaRendy @Ganjar_Mahfud03 dari mana sumbernya lembaga mana yg melakukan,kicau_sunyi,Netral,Tweet ini hanya bertanya tentang sumber informasi tanpa memberikan opini tentang Ganjar.
Mon Feb 12 23:34:24 +0000 2024,@alextham878 Kalo Anies gagal mendingan kita support Ganjar deh dari pada yang 02 https://t.co/HLRhVoKwBa,windrawir,Netral,Tweet ini menunjukkan sikap pragmatis tanpa memberikan pujian atau kritik yang jelas terhadap Ganjar.
Mon Feb 12 23:34:09 +0000 2024,Ganjar - Mahfud membangun semangat solidaritas di antara pendukungnya untuk mengawal proses demokrasi di TPS. Kesejahteraan berkali lipat Indonesia Hebat ! @haloohaaaaaaa #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/43ulomfY2c,aurafelicia9,Positif,Tweet ini memuji upaya Ganjar dan Mahfud dalam membangun semangat solidaritas.
Mon Feb 12 23:33:56 +0000 2024,Bersama Ganjar-Mahfud Indonesia menjadi lebih ramah dan inklusif bagi semua @ian8118 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/1SWkEOfkYx,mhmdgunaawan,Positif,Tweet ini menunjukkan dukungan dan harapan bahwa Indonesia akan menjadi lebih ramah dan inklusif di bawah kepemimpinan Ganjar-Mahfud.
Mon Feb 12 23:33:55 +0000 2024,@tempodotco Ya udah lah kalau Anies kalah yuk kita dukung Ganjar aja daripada yang 02 https://t.co/uEBGhwNn0F,windrawir,Positif,"Tweet ini menunjukkan dukungan untuk Ganjar jika Anies kalah, dengan preferensi yang jelas terhadap Ganjar dibandingkan pasangan calon nomor 02."
Mon Feb 12 23:33:42 +0000 2024,@KompasTV Pertemuan Jokowi dan Bu Mega akan terjadi jika pak Ganjar dilantik.. Kalau Ganjar kalah dipastikan pak lurah sampai akhir hayat gak akan pernah ktmu Bu Mega.. ,abinya_nazifa,Netral,Tweet ini lebih bersifat spekulatif tentang pertemuan antara Jokowi dan Bu Mega jika Ganjar menang atau kalah.
Mon Feb 12 23:33:36 +0000 2024,@WagimanDeep212_ wong ........ kwi bebaaaaas wong ...... kwi bebaasss ,WongeG1man,Netral,Tweet ini tidak jelas dan tidak memberikan konteks yang cukup untuk menentukan sentimen.
Mon Feb 12 23:33:28 +0000 2024,Anjir bisa-bisanya mimpiin pak ganjar jadi dosen kelas gue terus anehnya pak tom lembong jadi asdosnya ,vmoonchld,Netral,Tweet ini lebih bersifat anekdot dan tidak memberikan opini yang jelas tentang Ganjar.
Mon Feb 12 23:33:25 +0000 2024,@_devalo Tp kalo sekelas mutiara dan alam ganjar mau terjun ke politik itu wajar dan justru keren bgt. Dan smw org memaklumi krn dilihat keinteltualitasan mrk dan kredibilis mrk yg mumpuni di dunia politik. Gue malah menantikan hal tsb jd nyata. Klo yg ono kan bpknya bilang anak2nya gamau,txtdarinandhito,Positif,Tweet ini menunjukkan dukungan dan kekaguman terhadap Ganjar dan keluarganya yang dianggap memiliki intelektualitas dan kredibilitas tinggi di dunia politik.
Mon Feb 12 23:33:16 +0000 2024,Mari wujudkan perubahan bersama Ganjar Pranowo dan Prof Mahfud . Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @based_fellas #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/zfmLYN4ClP,putraa_fauzi,Positif,Tweet ini menunjukkan dukungan kuat dan keyakinan bahwa Ganjar akan membawa perubahan positif dan merakyat.
Mon Feb 12 23:33:15 +0000 2024,@kumparan Marilahh sama kita runtuhkan dinasti ini. AMIN kan. Jika belum lanjut bisa Ganjar kan ! https://t.co/k2H8z8CFbZ,AzizahAqila__,Positif,Tweet ini menunjukkan dukungan untuk Ganjar sebagai alternatif untuk meruntuhkan dinasti politik yang ada.
Mon Feb 12 23:33:15 +0000 2024,Mas Ganjar menghadirkan harapan baru dengan visinya yang jelas tentang keadilan sosial dan ekonomi bagi seluruh rakyat Indonesia. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @daffanaaaaaa #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/VhrQELRNEf,PramanaErikk,Positif,Tweet ini menunjukkan dukungan kuat dan keyakinan bahwa Ganjar akan membawa keadilan sosial dan ekonomi bagi seluruh rakyat Indonesia.
Mon Feb 12 23:33:13 +0000 2024,@alextham878 Wah kalo Anies kalah mendingan kita dukung Ganjar deh daripada yang 02 https://t.co/DUXyO1EPyL,SheillaShi94299,Positif,"Tweet ini menunjukkan dukungan untuk Ganjar jika Anies kalah, dengan preferensi yang jelas terhadap Ganjar dibandingkan pasangan calon nomor 02."
Mon Feb 12 23:33:11 +0000 2024,Ganjar dan Pak Mahfud menegaskan pentingnya menjaga keabsahan suara rakyat dalam pemilu . Ganjar Pranowo terbukti mensejahterakan @dozyong #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/cIr6YRg3C3,nurhendiahmad,Positif,Tweet ini menunjukkan dukungan dan keyakinan bahwa Ganjar dan Mahfud akan menjaga keabsahan suara rakyat dan mensejahterakan rakyat.
Mon Feb 12 23:32:56 +0000 2024,@ganjarpranowo Bersama Ganjar Mahfud anak muda Indonesia akan semakin terdepan.,ponipolem,Positif,Tweet ini menunjukkan dukungan dan keyakinan bahwa Ganjar dan Mahfud akan membawa anak muda Indonesia ke posisi yang lebih baik.
Mon Feb 12 23:32:35 +0000 2024,@ganjarpranowo Saya langsung terMotivasi sama pak Ganjar yang tadi nya leha leha menunda nunda sekarang jadi suka yg Sat set,chlarmer,Positif,Tweet ini menunjukkan dukungan dan kekaguman terhadap perubahan positif yang dilakukan oleh Ganjar.
Mon Feb 12 23:32:33 +0000 2024,@kumparan jangan kayak mereka dah pemimpin kita. parah banget. pak anies ajaa yuk. atau ke pak ganjar kalo kalah AMIN. https://t.co/gIopm1FNYp,antikashinta_,Netral,Tweet ini menunjukkan ketidakpuasan terhadap pemimpin saat ini dan menyarankan dukungan untuk Anies atau Ganjar jika Anies kalah.
Mon Feb 12 23:32:20 +0000 2024,@tempodotco jika Anies kalah namun dengan dukungan untuk Ganjar kita bisa memperkuat partisipasi masyarakat dalam pembangunan https://t.co/KAP0793kzE,SheillaShi94299,Positif,"Tweet ini menunjukkan dukungan untuk Ganjar jika Anies kalah, dengan keyakinan bahwa Ganjar dapat memperkuat partisipasi masyarakat dalam pembangunan."
Mon Feb 12 23:32:16 +0000 2024,@ganjarpranowo Sangat lah terinspirasi sekali aku karna kebaikan pak Ganjar,ClarkeGilang,Positif,Tweet ini menunjukkan kekaguman dan inspirasi yang didapat dari kebaikan Ganjar.
Mon Feb 12 23:32:14 +0000 2024,@anaqinya @meillasoux Apalagii jadi cawapres ganjaruntunglah ga jadi,NamakuFhee,Netral,"Tweet ini menunjukkan ketidakpuasan terhadap calon cawapres Ganjar, namun tidak memberikan opini yang jelas tentang Ganjar sendiri."
Mon Feb 12 23:32:01 +0000 2024,Bawaslu Malang Amankan Emak-emak Diduga Pendukung Ganjar-Mahfud https://t.co/KZ9b4poPmQ,OposisiCerdas,Netral,Tweet ini hanya menyampaikan berita tentang Bawaslu yang mengamankan pendukung Ganjar-Mahfud tanpa memberikan opini.
Mon Feb 12 23:31:53 +0000 2024,@xinmnie Takut dikira nyontek sama salah satu programnya Ganjar yang TERBUKTI SUDAH BERHASIL mungkin. ,kuwunyit,Positif,Tweet ini menunjukkan kekaguman terhadap program Ganjar yang dianggap berhasil.
Mon Feb 12 23:31:49 +0000 2024,Ganjar-Mahfud selalu menyuarakan keadilan nggak heran kalau kesetaraan jadi fokus mereka @funjoy_ #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/NsoZdk4H1F,dickydams,Positif,Tweet ini menunjukkan dukungan dan keyakinan bahwa Ganjar-Mahfud fokus pada keadilan dan kesetaraan.
Mon Feb 12 23:31:49 +0000 2024,@kumparan wah wah masa tenang tapi masih safari politik nih. gak heran si kalo dari awal pelanggar tetap aja pelanggar. kami bersama AMIN. kalah ? tenang bisa ke pak ganjar. https://t.co/02b4hAzvTr,Mardiyanti___,Negatif,Tweet ini mengkritik tindakan Ganjar yang dianggap melanggar aturan masa tenang.
Mon Feb 12 23:31:47 +0000 2024,@ganjarpranowo Pak Ganjar memang panutan bagi banyak orang ya,ClarkeGilang,Positif,Tweet ini memuji Ganjar sebagai panutan bagi banyak orang.
Mon Feb 12 23:31:46 +0000 2024,Langkah Jokowi sokong calon bukan parti sendiri cetus kontroversi #BHdunia Calon presiden Indonesia Ganjar hadapi cabaran terbesar https://t.co/pKqhrdJRUs,bharianmy,Netral,Tweet ini hanya menyampaikan berita tanpa menunjukkan opini pribadi.
Mon Feb 12 23:31:36 +0000 2024,@PartaiSocmed Kemarin liburan d wonosobo ngobrol sama 2 orang pemilik warung kopi n penjaga villa (gak bisa dijadikan tolak ukur y) yg 1 partainya PKB yg satunya PDIP. Mereka milih ganjar semua ngamati suasana pemilunya kayaknya d wonosobo 03 kuat dari rakyat sampe pejabat 03.,yogi_bintoro,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar di Wonosobo.
Mon Feb 12 23:31:32 +0000 2024,@tempodotco Aku dukung nya paslon 1 sampe menang.. Kalo sampe ga menang lebih baik dukung ganjar aja https://t.co/ULHJu1bDzx,Arabamarm,Positif,"Tweet ini menunjukkan dukungan terhadap paslon 1, namun juga menyatakan dukungan cadangan untuk Ganjar."
Mon Feb 12 23:31:31 +0000 2024,@alextham878 Jika Anies kalah mari berikan dukungan penuh kepada Ganjar untuk mewujudkan perubahan yang positif https://t.co/1c4wmjYN6p,djahyadi49815,Positif,"Tweet ini mengajak untuk mendukung Ganjar jika Anies kalah, dengan harapan perubahan positif."
Mon Feb 12 23:31:29 +0000 2024,Tidak ada toleransi untuk kecurangan jaga TPS sampai akhir. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @sup_priyono #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/SeTAMR8sDj,aurafelicia9,Positif,Tweet ini memuji Ganjar sebagai pemimpin yang merakyat dan berkomitmen untuk rakyat.
Mon Feb 12 23:31:21 +0000 2024,@ganjarpranowo Pak Ganjar peduli pada rakyat nya masyallah banget,Ranggap20458376,Positif,Tweet ini memuji kepedulian Ganjar terhadap rakyat.
Mon Feb 12 23:30:55 +0000 2024,@tempodotco Anies kalah mari bersama dukung Ganjar untuk memperkuat integritas dan transparansi https://t.co/bjF4VwaHSE,djahyadi49815,Positif,Tweet ini mengajak untuk mendukung Ganjar dengan alasan memperkuat integritas dan transparansi.
Mon Feb 12 23:30:52 +0000 2024,@kumparan Inilah yg kita takutkan. Jangan sampai indonesia seperti di filipina. maka dari itu pilihlah pak ganjar kalau semisal pilihan kita pak anies kalah diputaran awal. https://t.co/63ibvBEF8b,primasari11__,Netral,"Tweet ini menunjukkan kekhawatiran terhadap situasi politik, namun juga menyarankan dukungan untuk Ganjar jika Anies kalah."
Mon Feb 12 23:30:51 +0000 2024,@ganjarpranowo Pak Ganjar memberikan wajengan yang sangat bagus,Ranggap20458376,Positif,Tweet ini memuji wejangan yang diberikan oleh Ganjar.
Mon Feb 12 23:30:32 +0000 2024,@NBrajmusti28848 @ManusiaGalau16_ @TommyPato7 @sosmedkeras emang pak Ganjar engga miskin daerahnya? malah top 10 Daerah Miskin,jagungkeliling,Negatif,Tweet ini mengkritik Ganjar dengan menyebut daerah yang dipimpinnya termasuk daerah miskin.
Mon Feb 12 23:30:20 +0000 2024,@ganjarpranowo Pak Ganjar selalu membela dan menolong masyarakat nya,murianapun,Positif,Tweet ini memuji Ganjar yang selalu membela dan menolong masyarakat.
Mon Feb 12 23:30:14 +0000 2024,@ganjarpranowo gak salah deh milih pak ganjar yg udh jelas kinerjanya,clarr03,Positif,Tweet ini memuji kinerja Ganjar yang dianggap baik.
Mon Feb 12 23:30:12 +0000 2024,Bersama Ganjar-Mahfud mari kita tegakkan keadilan dan integritas dalam setiap tahapan pemilu . Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat! @bgasdrmwn #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/uYZvKuywSD,erik_kurniawann,Positif,Tweet ini mengajak untuk mendukung Ganjar-Mahfud dengan alasan keadilan dan integritas.
Mon Feb 12 23:30:11 +0000 2024,@alextham878 jika Anies kalah maka akan menjadi momentum untuk bersatu mendukung Ganjar https://t.co/Cej9tb42ND,SenanduL,Positif,Tweet ini mengajak untuk mendukung Ganjar jika Anies kalah.
Mon Feb 12 23:30:06 +0000 2024,@__AnakKolong @ganjarpranowo @mohmahfudmd angka 385 T akhirnya terbongkar ,WongeG1man,Netral,Tweet ini hanya menyampaikan informasi tanpa menunjukkan opini pribadi.
Mon Feb 12 23:29:29 +0000 2024,Kami semua percaya kepada kebenaran ! Bukan kayak elu yg goreng daging babi dibilang daging ayam !!,AgusKuswanto121,Negatif,Tweet ini mengandung kritik keras dan sindiran.
Mon Feb 12 23:29:21 +0000 2024,@Ganjar_Mahfud03 @Jelli_cent sip setuju #asalbukanganjar ya,fortisfortuna_9,Negatif,Tweet ini menunjukkan ketidaksetujuan terhadap Ganjar.
Mon Feb 12 23:29:09 +0000 2024,@geloraco jika pak anies tidak melanjutkan di putaran satu maka pilihan kita adalah pak ganjar. jangan sesekali pilih wowo. https://t.co/QwPtP5PJjZ,Latifahananda__,Netral,Tweet ini menunjukkan dukungan cadangan untuk Ganjar jika Anies kalah.
Mon Feb 12 23:29:03 +0000 2024,Dukungan yang semakin mengalir kepada Ganjar-Mahfud membuktikan bahwa masyarakat semakin mendukung perjuangannya untuk mewujudkan kesetaraan @girafffeee6 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/nN4Ramt22p,muhammadagiiil,Positif,Tweet ini menunjukkan dukungan yang semakin kuat untuk Ganjar-Mahfud.
Mon Feb 12 23:29:02 +0000 2024,Dengan VOT3 Ganjar-Mahfud mengajak kita semua untuk menempatkan kepentingan publik di atas segalanya dan berkomitmen untuk menjaga proses pemilihan yang transparan . Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/OfdxhM4Pz5,AnggiZulaikah,Positif,Tweet ini mengajak untuk mendukung Ganjar-Mahfud dengan alasan kepentingan publik dan transparansi.
Mon Feb 12 23:28:58 +0000 2024,Dulu pilih Jokowi sekarang Mas Ganjar yang kita puji . Bersama Ganjar kita sejahtera @ujiaragumi #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/ValFfDJIGD,ListyoNasih,Positif,Tweet ini membandingkan dukungan sebelumnya untuk Jokowi dengan dukungan saat ini untuk Ganjar.
Mon Feb 12 23:28:51 +0000 2024,@ganjarpranowo Pak Ganjar pilihan yang terbaik untuk bangsa ini.,Afifah6121,Positif,Tweet ini menyatakan bahwa Ganjar adalah pilihan terbaik untuk bangsa.
Mon Feb 12 23:28:50 +0000 2024,@dAsalbantani @prabowo Sama2 bang... Tapi saya hadir GBK acara 03 Ganjar Mahfud. Kwkwkwk,lasber77,Positif,Tweet ini menunjukkan kehadiran di acara Ganjar-Mahfud.
Mon Feb 12 23:28:42 +0000 2024,@ganjarpranowo Program program hebat Ganjar-Mahfud akan segera menumpas kemiskinan dari akarnya,BeliaBendi30191,Positif,Tweet ini memuji program Ganjar-Mahfud untuk menumpas kemiskinan.
Mon Feb 12 23:28:37 +0000 2024,@tempodotco jika Anies kalah memberi memberi peluang untuk mendukung Ganjar https://t.co/bbCo8rCAmV,SenanduL,Positif,Tweet ini menunjukkan dukungan cadangan untuk Ganjar jika Anies kalah.
Mon Feb 12 23:28:33 +0000 2024,@foiedras IYA WKWKWKW LUCU BGT siapa sangka gara-gara alam ganjar ril alam tyongf,__your_spring_,Netral,Tweet ini tidak menunjukkan opini politik yang jelas.
Mon Feb 12 23:28:30 +0000 2024,@geloraco Jangan pilih nomor dua yaa. serem soalnyaa. pilih yg pasti kayak pak anies atau pak ganjar jikalau pak anies harus mengaku kalah. https://t.co/km2mzhc3ih,adibahazzahra_,Netral,Tweet ini menunjukkan pilihan antara Anies dan Ganjar.
Mon Feb 12 23:28:26 +0000 2024,@ganjarpranowo @ernestprakasa Sehat selalu Ganjar-Mahfud ,daunjatuh2024,Positif,Tweet ini mendoakan kesehatan untuk Ganjar-Mahfud.
Mon Feb 12 23:27:40 +0000 2024,Jangan lupa ada Pak @mohmahfudmd di samping Pak @ganjarpranowo Siapapun tahu siapa Pak Mahfud tak pelu byk omon bukti sdh ada dimana2 mknya Ganjar Mahfud adalah pasangan lengkap yg saling melengkapi Klau ada Pasangan yg spesial ngapain pilih yg biasa2 sj Rugi dong kita https://t.co/IUOIyfxZpD,mikuroQ,Positif,Tweet ini memuji pasangan Ganjar-Mahfud sebagai pasangan yang saling melengkapi.
Mon Feb 12 23:27:25 +0000 2024,@alextham878 Jika Anies kalah dukung Ganjar sebagai opsi yang lebih bijaksana https://t.co/WwMWlcbuEz,AngkasaJuin,Positif,Tweet ini mengajak untuk mendukung Ganjar jika Anies kalah.
Mon Feb 12 23:27:21 +0000 2024,@ganjarpranowo Sehat selalu Ganjar-Mahfud ,daunjatuh2024,Positif,Tweet ini mendoakan kesehatan untuk Ganjar-Mahfud.
Mon Feb 12 23:27:17 +0000 2024,@MayaA62580468 Siap,SunHok19,Netral,Tweet ini hanya menunjukkan kesiapan tanpa opini politik.
