Full Text,Label,Analisis,Alasan,
Keberpihakan Mas Ganjar terhadap pendidikan inklusif menciptakan harapan akan akses pendidikan yang lebih merata. Ganjar Pranowo terbukti lebih baik @ChristineLehot #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini memuji keberpihakan Ganjar terhadap pendidikan inklusif.,Penggunaan kata “terbukti lebih baik” menunjukkan sentimen positif.,
@tempodotco Kalo Anies kalah ya udah kita lebih baik dukung Ganjar aja kan?,Netral,Tweet ini menunjukkan sikap pragmatis tanpa memberikan pujian atau kritik yang jelas.,Tidak ada indikasi sentimen positif atau negatif yang kuat.,
Mari bersatu memilih Ganjar - Mahfud untuk Indonesia yang lebih sejahtera. Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @Aksa95539136510 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini mendukung pasangan Ganjar-Mahfud dan mengajak untuk memilih mereka.,Dukungan eksplisit terhadap pasangan calon.,
Jika Pak Anies atau Pak Ganjar yang menang saya sudah menyiapkan ruang untuk kekecewaan jika mereka tidak menjalankan janji-janji mereka. Tapi jika Prabowo yang menang yaudah ambil saja nyawaku,Netral,"Tweet ini menunjukkan sikap skeptis terhadap semua calon, dengan sedikit kecenderungan negatif terhadap Prabowo.","Kritik terhadap semua calon, tetapi tidak spesifik terhadap Ganjar.",
Bersama Ganjar Pranowo kita menggugah kesadaran akan pentingnya menjaga integritas dalam proses pemilihan. Kesejahteraan berkali lipat Indonesia Hebat! @cemunyiel #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini memuji Ganjar Pranowo dan mengajak untuk menjaga integritas dalam pemilihan.,Penggunaan kata “menggugah kesadaran” dan “kesejahteraan” menunjukkan sentimen positif.,
Mas Ganjar - Prof. Mahfud berhasil menginspirasi rakyat Solo untuk lebih aktif dalam menjaga demokrasi. Ganjar Pranowo hanya yang terbaik untuk rakyat @Gmalplg #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini memuji Ganjar Pranowo dan Prof. Mahfud sebagai inspirasi bagi rakyat Solo.,Penggunaan kata “menginspirasi” dan “terbaik” menunjukkan sentimen positif.,
Dulu yakin sama Jokowi sekarang percaya Mas Ganjar bisa lebih. Kesejahteraan berkali lipat Indonesia Hebat! @Tophaa #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan kepercayaan bahwa Ganjar bisa lebih baik dari Jokowi.,Penggunaan kata “percaya” dan “lebih baik” menunjukkan sentimen positif.,
@akoukamukita Terus salahnya Jokowi yang mana,Netral,Tweet ini mempertanyakan kesalahan Jokowi tanpa memberikan opini tentang Ganjar.,Tidak ada indikasi sentimen positif atau negatif.,
Melalui gerakan VOT3 kita dapat bersama-sama memastikan suara rakyat terdengar dalam proses pemilihan. Ganjar Pranowo hanya yang terbaik untuk rakyat @chocolateouz #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini mendukung Ganjar Pranowo dan mengajak untuk memastikan suara rakyat terdengar.,Penggunaan kata “terbaik” menunjukkan sentimen positif.,
@ganjarpranowo Papua indah harus dilanjutkan oleh Pak Ganjar yang mempunyai kepedulian dan rasa kemanusiaan yang tinggi,Positif,Tweet ini memuji Ganjar Pranowo atas kepeduliannya terhadap Papua.,Penggunaan kata “kepedulian” dan “rasa kemanusiaan” menunjukkan sentimen positif.,
@tempodotco Gimana ya kalo Anies kalah lebih baik kita dukung Ganjar kan?,Netral,Tweet ini menunjukkan sikap pragmatis tanpa memberikan pujian atau kritik yang jelas terhadap Ganjar.,Tidak ada indikasi sentimen positif atau negatif yang kuat.,
@DokterTifa gue yakin Anis bakal jadi pemenang tapi kalo gak menang ya gak masalah tetep dukung Ganjar aja di putaran berikutnya.,Netral,"Tweet ini menunjukkan dukungan terhadap Anies, namun juga bersikap pragmatis dengan mendukung Ganjar jika Anies kalah.",Sikap pragmatis tanpa indikasi sentimen positif atau negatif yang kuat terhadap Ganjar.,
@pikiran_rakyat Jangan gentar…ada Ganjar…jangan takut ada Mahfud. Ganjar Mahfud Hebat #Coblos3,Positif,Tweet ini mendukung pasangan Ganjar-Mahfud dan memberikan semangat kepada pendukungnya.,Penggunaan kata “hebat” menunjukkan sentimen positif.,
Dulu pilih Jokowi sekarang Mas Ganjar yang kita harapkan sebagai agen perubahan. Ganjar Pranowo hanya yang terbaik untuk rakyat @Tsunarya190 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan harapan bahwa Ganjar bisa menjadi agen perubahan yang lebih baik dari Jokowi.,Penggunaan kata “terbaik” dan “agen perubahan” menunjukkan sentimen positif.,
@tempodotco Dengan Anies kalah dukung Ganjar,Netral,Tweet ini menunjukkan sikap pragmatis tanpa memberikan pujian atau kritik yang jelas terhadap Ganjar.,Tidak ada indikasi sentimen positif atau negatif yang kuat.,
Jujur adil dan tegas. Ini karakter kepemimpinan dari pasangan keren ini. Bersama Ganjar kita sejahtera @rahartakuliner #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini memuji karakter kepemimpinan Ganjar dan Mahfud.,"Penggunaan kata “jujur”, “adil”, “tegas”, dan “keren” menunjukkan sentimen positif.",
Ganjar Pranowo dan Prof Mahfud membangun kesadaran akan pentingnya menjaga martabat pemilu sebagai cerminan kualitas demokrasi negara. Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat! @galuhpratiwi15 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini memuji upaya Ganjar dan Mahfud dalam menjaga martabat pemilu dan kualitas demokrasi.,Penggunaan kata “membangun kesadaran” dan “lebih sejahtera” menunjukkan sentimen positif.,
Mahfud MD memahami bahwa setiap tindakan korupsi merugikan rakyat dan merusak fondasi negara. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @Chipssahoy08 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini memuji sikap Mahfud terhadap korupsi dan mendukung Ganjar.,Penggunaan kata “berhak mendapatkan yang terbaik” menunjukkan sentimen positif.,
@ganjarpranowo Niat baik tidak perlu ditunda sampai jadi presiden. Benar-benar sat set nih Ganjar. Keren,Positif,Tweet ini memuji Ganjar atas niat baiknya yang tidak ditunda.,Penggunaan kata “keren” menunjukkan sentimen positif.,
Mahfud MD sebagai Calon Wakil Presiden memberikan sentuhan kebijakan yang harmonis melengkapi keahlian dan pemahaman Mas Ganjar dalam merumuskan solusi untuk rakyat. Kesejahteraan berlipat ganda Indonesia Makmur Sentosa #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini memuji kolaborasi antara Mahfud dan Ganjar dalam merumuskan kebijakan.,Penggunaan kata “harmonis” dan “kesejahteraan” menunjukkan sentimen positif.,
Seseru ini Hajatan Rakyat yang bikin warga gak bisa Move On. Jangan lengah tetap dukung Ganjar Pranowo dan Mahfud MD #TOPGANSATS3T #GanjarMahfud2024 #YakinPilihGanjar #tigaadalahkita,Positif,Tweet ini mendukung Ganjar dan Mahfud serta mengajak untuk tetap mendukung mereka.,Penggunaan kata “tetap dukung” menunjukkan sentimen positif.,
Ganjar Pranowo dan Prof Mahfud yang diusung oleh gerakan VOT3 mengajak kita untuk berpartisipasi aktif dalam proses pemilihan. Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @azizahnashirah #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini mendukung Ganjar dan Mahfud serta mengajak untuk berpartisipasi aktif dalam pemilihan.,Penggunaan kata “berpartisipasi aktif” dan “kesejahteraan” menunjukkan sentimen positif.,
woakao udah mau otw pake batik merah disangka kampanye ganjar,Netral,Tweet ini hanya menyebutkan kejadian tanpa memberikan opini atau emosi yang jelas.,Tidak ada indikasi sentimen positif atau negatif.,
@JJHrps @abcibercio Kata alam ganjar juga aneh,Negatif,Tweet ini mengkritik Ganjar dengan menyebutnya aneh.,Penggunaan kata “aneh” menunjukkan sentimen negatif.,
@KEBUMENinLOVE @An4Julie @drReUtari08 @AditBandit234 @Abahpurwa1 @Abaaah @NusantaraLand @99propaganda @Ndons_Back @03__nakula @DarekaRendy @Ganjar_Mahfud03 dari mana sumbernya lembaga mana yg melakukan,Netral,Tweet ini hanya bertanya tentang sumber informasi tanpa memberikan opini tentang Ganjar.,Tidak ada indikasi sentimen positif atau negatif.,
@alextham878 Kalo Anies gagal mendingan kita support Ganjar deh daripada yang 02,Netral,Tweet ini menunjukkan sikap pragmatis tanpa memberikan pujian atau kritik yang jelas terhadap Ganjar.,Tidak ada indikasi sentimen positif atau negatif yang kuat.,
Ganjar - Mahfud membangun semangat solidaritas di antara pendukungnya untuk mengawal proses demokrasi di TPS. Kesejahteraan berkali lipat Indonesia Hebat! @haloohaaaaaaa #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini memuji upaya Ganjar dan Mahfud dalam membangun semangat solidaritas.,Penggunaan kata “semangat solidaritas” dan “kesejahteraan” menunjukkan sentimen positif.,
Bersama Ganjar-Mahfud Indonesia menjadi lebih ramah dan inklusif bagi semua @ian8118 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan dan harapan bahwa Indonesia akan menjadi lebih ramah dan inklusif di bawah kepemimpinan Ganjar-Mahfud.,Penggunaan kata “ramah” dan “inklusif” menunjukkan sentimen positif terhadap pasangan calon.,
@tempodotco Ya udah lah kalau Anies kalah yuk kita dukung Ganjar aja daripada yang 02,Positif,"Tweet ini menunjukkan dukungan untuk Ganjar jika Anies kalah, dengan preferensi yang jelas terhadap Ganjar dibandingkan pasangan calon nomor 02.",Penggunaan kata “dukung” dan preferensi terhadap Ganjar menunjukkan sentimen positif.,
@KompasTV Pertemuan Jokowi dan Bu Mega akan terjadi jika pak Ganjar dilantik… Kalau Ganjar kalah dipastikan pak lurah sampai akhir hayat gak akan pernah ktmu Bu Mega…,Netral,Tweet ini lebih bersifat spekulatif tentang pertemuan antara Jokowi dan Bu Mega jika Ganjar menang atau kalah.,Tidak ada kata-kata yang menunjukkan sentimen positif atau negatif yang kuat.,
@WagimanDeep212_ wong … kwi bebaaaaas wong … kwi bebaasss,Netral,Tweet ini tidak jelas dan tidak memberikan konteks yang cukup untuk menentukan sentimen.,Kurangnya konteks dan kejelasan membuat sulit untuk menentukan sentimen.,
Anjir bisa-bisanya mimpiin pak ganjar jadi dosen kelas gue terus anehnya pak tom lembong jadi asdosnya,Netral,Tweet ini lebih bersifat anekdot dan tidak memberikan opini yang jelas tentang Ganjar.,Tidak ada kata-kata yang menunjukkan sentimen positif atau negatif yang kuat.,
@_devalo Tp kalo sekelas mutiara dan alam ganjar mau terjun ke politik itu wajar dan justru keren bgt. Dan smw org memaklumi krn dilihat keinteltualitasan mrk dan kredibilis mrk yg mumpuni di dunia politik. Gue malah menantikan hal tsb jd nyata. Klo yg ono kan bpknya bilang anak2nya gamau,Positif,Tweet ini menunjukkan dukungan dan kekaguman terhadap Ganjar dan keluarganya yang dianggap memiliki intelektualitas dan kredibilitas tinggi di dunia politik.,"Penggunaan kata “wajar,” “keren,” dan “mumpuni” menunjukkan sentimen positif.",
Mari wujudkan perubahan bersama Ganjar Pranowo dan Prof Mahfud . Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @based_fellas #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan kuat dan keyakinan bahwa Ganjar akan membawa perubahan positif dan merakyat.,"Penggunaan kata “perubahan,” “merakyat,” dan “berbuat lebih demi rakyat” menunjukkan sentimen positif.",
@kumparan Marilahh sama kita runtuhkan dinasti ini. AMIN kan. Jika belum lanjut bisa Ganjar kan !,Positif,Tweet ini menunjukkan dukungan untuk Ganjar sebagai alternatif untuk meruntuhkan dinasti politik yang ada.,Penggunaan kata “runtuhkan dinasti” dan “bisa Ganjar” menunjukkan sentimen positif.,
Mas Ganjar menghadirkan harapan baru dengan visinya yang jelas tentang keadilan sosial dan ekonomi bagi seluruh rakyat Indonesia. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @daffanaaaaaa #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan kuat dan keyakinan bahwa Ganjar akan membawa keadilan sosial dan ekonomi bagi seluruh rakyat Indonesia.,"Penggunaan kata “harapan baru,” “keadilan sosial dan ekonomi,” dan “merakyat” menunjukkan sentimen positif.",
@alextham878 Wah kalo Anies kalah mendingan kita dukung Ganjar deh daripada yang 02,Positif,"Tweet ini menunjukkan dukungan untuk Ganjar jika Anies kalah, dengan preferensi yang jelas terhadap Ganjar dibandingkan pasangan calon nomor 02.",Penggunaan kata “dukung” dan preferensi terhadap Ganjar menunjukkan sentimen positif.,
Ganjar dan Pak Mahfud menegaskan pentingnya menjaga keabsahan suara rakyat dalam pemilu . Ganjar Pranowo terbukti mensejahterakan @dozyong #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan dan keyakinan bahwa Ganjar dan Mahfud akan menjaga keabsahan suara rakyat dan mensejahterakan rakyat.,"Penggunaan kata “menegaskan,” “keabsahan suara rakyat,” dan “mensejahterakan” menunjukkan sentimen positif.",
@ganjarpranowo Bersama Ganjar Mahfud anak muda Indonesia akan semakin terdepan.,Positif,Tweet ini menunjukkan dukungan dan keyakinan bahwa Ganjar dan Mahfud akan membawa anak muda Indonesia ke posisi yang lebih baik.,Penggunaan kata “semakin terdepan” menunjukkan sentimen positif.,
@ganjarpranowo Saya langsung terMotivasi sama pak Ganjar yang tadi nya leha leha menunda nunda sekarang jadi suka yg Sat set,Positif,Tweet ini menunjukkan dukungan dan kekaguman terhadap perubahan positif yang dilakukan oleh Ganjar.,Penggunaan kata “terMotivasi” dan “perubahan positif” menunjukkan sentimen positif.,
@kumparan jangan kayak mereka dah pemimpin kita. parah banget. pak anies ajaa yuk. atau ke pak ganjar kalo kalah AMIN.,Netral,Tweet ini menunjukkan ketidakpuasan terhadap pemimpin saat ini dan menyarankan dukungan untuk Anies atau Ganjar jika Anies kalah.,Tidak ada kata-kata yang menunjukkan sentimen positif atau negatif yang kuat terhadap Ganjar.,
@tempodotco jika Anies kalah namun dengan dukungan untuk Ganjar kita bisa memperkuat partisipasi masyarakat dalam pembangunan,Positif,"Tweet ini menunjukkan dukungan untuk Ganjar jika Anies kalah, dengan keyakinan bahwa Ganjar dapat memperkuat partisipasi masyarakat dalam pembangunan.",Penggunaan kata “memperkuat partisipasi masyarakat” menunjukkan sentimen positif.,
@ganjarpranowo Sangat lah terinspirasi sekali aku karna kebaikan pak Ganjar,Positif,Tweet ini menunjukkan kekaguman dan inspirasi yang didapat dari kebaikan Ganjar.,Penggunaan kata “terinspirasi” dan “kebaikan” menunjukkan sentimen positif.,
@anaqinya @meillasoux Apalagii jadi cawapres ganjaruntunglah ga jadi,Netral,"Tweet ini menunjukkan ketidakpuasan terhadap calon cawapres Ganjar, namun tidak memberikan opini yang jelas tentang Ganjar sendiri.",Tidak ada kata-kata yang menunjukkan sentimen positif atau negatif yang kuat terhadap Ganjar.,
Bawaslu Malang Amankan Emak-emak Diduga Pendukung Ganjar-Mahfud https://t.co/KZ9b4poPmQ,Netral,Tweet ini hanya menyampaikan berita tentang Bawaslu yang mengamankan pendukung Ganjar-Mahfud tanpa memberikan opini.,Tidak ada kata-kata yang menunjukkan sentimen positif atau negatif.,
@xinmnie Takut dikira nyontek sama salah satu programnya Ganjar yang TERBUKTI SUDAH BERHASIL mungkin.,Positif,Tweet ini menunjukkan kekaguman terhadap program Ganjar yang dianggap berhasil.,Penggunaan kata “TERBUKTI SUDAH BERHASIL” menunjukkan sentimen positif.,
Ganjar-Mahfud selalu menyuarakan keadilan nggak heran kalau kesetaraan jadi fokus mereka @funjoy_ #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan dan keyakinan bahwa Ganjar-Mahfud fokus pada keadilan dan kesetaraan.,Penggunaan kata “keadilan” dan “kesetaraan” menunjukkan sentimen positif.,
@kumparan wah wah masa tenang tapi masih safari politik nih. Gak heran sih kalau dari awal pelanggar tetap aja pelanggar. Kami bersama AMIN. Kalah? Tenang bisa ke Pak Ganjar.,Negatif,Tweet ini mengkritik tindakan Ganjar yang dianggap melanggar aturan masa tenang.,Kritik terhadap pelanggaran aturan masa tenang menunjukkan sentimen negatif.,
@ganjarpranowo Pak Ganjar memang panutan bagi banyak orang ya,Positif,Tweet ini memuji Ganjar sebagai panutan bagi banyak orang.,Pujian langsung terhadap Ganjar menunjukkan sentimen positif.,
Langkah Jokowi sokong calon bukan parti sendiri cetus kontroversi #BHdunia Calon presiden Indonesia Ganjar hadapi cabaran terbesar,Netral,Tweet ini hanya menyampaikan berita tanpa menunjukkan opini pribadi.,Tidak ada opini pribadi yang menunjukkan sentimen tertentu.,
@PartaiSocmed Kemarin liburan di Wonosobo ngobrol sama 2 orang pemilik warung kopi dan penjaga villa (gak bisa dijadikan tolak ukur ya) yang 1 partainya PKB yang satunya PDIP. Mereka milih Ganjar semua. Ngamati suasana pemilunya kayaknya di Wonosobo 03 kuat dari rakyat sampai pejabat 03.,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar di Wonosobo.,Dukungan dari berbagai lapisan masyarakat menunjukkan sentimen positif.,
@tempodotco Aku dukungnya paslon 1 sampai menang. Kalau sampai gak menang lebih baik dukung Ganjar aja,Positif,"Tweet ini menunjukkan dukungan terhadap paslon 1, namun juga menyatakan dukungan cadangan untuk Ganjar.",Potensi dukungan untuk Ganjar di masa depan menunjukkan sentimen positif.,
@alextham878 Jika Anies kalah mari berikan dukungan penuh kepada Ganjar untuk mewujudkan perubahan yang positif,Positif,"Tweet ini mengajak untuk mendukung Ganjar jika Anies kalah, dengan harapan perubahan positif.",Ajakan untuk mendukung Ganjar dengan harapan positif menunjukkan sentimen positif.,
Tidak ada toleransi untuk kecurangan jaga TPS sampai akhir. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @sup_priyono #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini memuji Ganjar sebagai pemimpin yang merakyat dan berkomitmen untuk rakyat.,Pujian terhadap sifat merakyat dan komitmen Ganjar menunjukkan sentimen positif.,
@ganjarpranowo Pak Ganjar peduli pada rakyatnya masya Allah banget,Positif,Tweet ini memuji kepedulian Ganjar terhadap rakyat.,Pujian terhadap kepedulian Ganjar menunjukkan sentimen positif.,
@tempodotco Anies kalah mari bersama dukung Ganjar untuk memperkuat integritas dan transparansi,Positif,Tweet ini mengajak untuk mendukung Ganjar dengan alasan memperkuat integritas dan transparansi.,Ajakan untuk mendukung Ganjar dengan alasan positif menunjukkan sentimen positif.,
@kumparan Inilah yang kita takutkan. Jangan sampai Indonesia seperti di Filipina. Maka dari itu pilihlah Pak Ganjar kalau semisal pilihan kita Pak Anies kalah di putaran awal.,Netral,"Tweet ini menunjukkan kekhawatiran terhadap situasi politik, namun juga menyarankan dukungan untuk Ganjar jika Anies kalah.","Kekhawatiran terhadap situasi politik lebih dominan daripada dukungan, sehingga sentimen netral.",
@ganjarpranowo Pak Ganjar memberikan wejangan yang sangat bagus,Positif,Tweet ini memuji wejangan yang diberikan oleh Ganjar.,Pujian terhadap wejangan Ganjar menunjukkan sentimen positif.,
